"nome","uf","ano","imuno","cobertura","mun_uf"
" PARA"," Pará",1995,"Haemophilus influenzae b",0,"UF"
" PARA"," Pará",1995,"Ignorado",0,"UF"
" PARA"," Pará",1995,"Total",40.11,"UF"
" AMAPA"," Amapá",1995,"BCG",94.46,"UF"
" AMAPA"," Amapá",1995,"Hepatite B",6.92,"UF"
" AMAPA"," Amapá",1995,"Poliomielite",59.74,"UF"
" AMAPA"," Amapá",1995,"Febre Amarela",0.04,"UF"
" AMAPA"," Amapá",1995,"DTP",70.55,"UF"
" AMAPA"," Amapá",1995,"Sarampo",80.42,"UF"
" AMAPA"," Amapá",1995,"Haemophilus influenzae b",0,"UF"
" AMAPA"," Amapá",1995,"Ignorado",0,"UF"
" AMAPA"," Amapá",1995,"Total",34.68,"UF"
" MARANHAO"," Maranhão",1995,"BCG",104.5,"UF"
" MARANHAO"," Maranhão",1995,"Hepatite B",0,"UF"
" MARANHAO"," Maranhão",1995,"Poliomielite",43.91,"UF"
" MARANHAO"," Maranhão",1995,"Febre Amarela",41.82,"UF"
" MARANHAO"," Maranhão",1995,"DTP",59.98,"UF"
" MARANHAO"," Maranhão",1995,"Sarampo",71,"UF"
" MARANHAO"," Maranhão",1995,"Haemophilus influenzae b",0,"UF"
" MARANHAO"," Maranhão",1995,"Ignorado",0,"UF"
" MARANHAO"," Maranhão",1995,"Total",35.69,"UF"
" PIAUI"," Piauí",1995,"BCG",117.83,"UF"
" PIAUI"," Piauí",1995,"Hepatite B",0.01,"UF"
" PIAUI"," Piauí",1995,"Poliomielite",65.31,"UF"
" PIAUI"," Piauí",1995,"Febre Amarela",0.17,"UF"
" PIAUI"," Piauí",1995,"DTP",76.54,"UF"
" PIAUI"," Piauí",1995,"Sarampo",64.35,"UF"
" PIAUI"," Piauí",1995,"Haemophilus influenzae b",0,"UF"
" PIAUI"," Piauí",1995,"Ignorado",54.64,"UF"
" PIAUI"," Piauí",1995,"Total",48.16,"UF"
" CEARA"," Ceará",1995,"BCG",133.83,"UF"
" CEARA"," Ceará",1995,"Hepatite B",0,"UF"
" CEARA"," Ceará",1995,"Poliomielite",106.37,"UF"
" CEARA"," Ceará",1995,"Febre Amarela",0,"UF"
" CEARA"," Ceará",1995,"DTP",102.96,"UF"
" CEARA"," Ceará",1995,"Sarampo",107.4,"UF"
" CEARA"," Ceará",1995,"Haemophilus influenzae b",0,"UF"
" CEARA"," Ceará",1995,"Ignorado",0,"UF"
" CEARA"," Ceará",1995,"Total",50.06,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"BCG",98.1,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"Hepatite B",0,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"Poliomielite",73.06,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"Febre Amarela",0,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"DTP",81.13,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"Sarampo",83.7,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"Haemophilus influenzae b",0,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"Ignorado",53.54,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1995,"Total",49.23,"UF"
" PARAIBA"," Paraíba",1995,"BCG",68.26,"UF"
" PARAIBA"," Paraíba",1995,"Hepatite B",0,"UF"
" PARAIBA"," Paraíba",1995,"Poliomielite",40.16,"UF"
" PARAIBA"," Paraíba",1995,"Febre Amarela",0,"UF"
" PARAIBA"," Paraíba",1995,"DTP",46.2,"UF"
" PARAIBA"," Paraíba",1995,"Sarampo",50.75,"UF"
" PARAIBA"," Paraíba",1995,"Haemophilus influenzae b",0,"UF"
" PARAIBA"," Paraíba",1995,"Ignorado",0,"UF"
" PARAIBA"," Paraíba",1995,"Total",22.82,"UF"
" PERNAMBUCO"," Pernambuco",1995,"BCG",121.43,"UF"
" PERNAMBUCO"," Pernambuco",1995,"Hepatite B",0,"UF"
" PERNAMBUCO"," Pernambuco",1995,"Poliomielite",112.12,"UF"
" PERNAMBUCO"," Pernambuco",1995,"Febre Amarela",0,"UF"
" PERNAMBUCO"," Pernambuco",1995,"DTP",82.58,"UF"
" PERNAMBUCO"," Pernambuco",1995,"Sarampo",104.74,"UF"
" PERNAMBUCO"," Pernambuco",1995,"Haemophilus influenzae b",0,"UF"
" PERNAMBUCO"," Pernambuco",1995,"Ignorado",140.6,"UF"
" PERNAMBUCO"," Pernambuco",1995,"Total",78.01,"UF"
" ALAGOAS"," Alagoas",1995,"BCG",82.07,"UF"
" ALAGOAS"," Alagoas",1995,"Hepatite B",0,"UF"
" ALAGOAS"," Alagoas",1995,"Poliomielite",54.07,"UF"
" ALAGOAS"," Alagoas",1995,"Febre Amarela",0,"UF"
" ALAGOAS"," Alagoas",1995,"DTP",46.64,"UF"
" ALAGOAS"," Alagoas",1995,"Sarampo",72.36,"UF"
" ALAGOAS"," Alagoas",1995,"Haemophilus influenzae b",0,"UF"
" ALAGOAS"," Alagoas",1995,"Ignorado",0,"UF"
" ALAGOAS"," Alagoas",1995,"Total",28.35,"UF"
" SERGIPE"," Sergipe",1995,"BCG",119.02,"UF"
" SERGIPE"," Sergipe",1995,"Hepatite B",0,"UF"
" SERGIPE"," Sergipe",1995,"Poliomielite",92.8,"UF"
" SERGIPE"," Sergipe",1995,"Febre Amarela",0,"UF"
" SERGIPE"," Sergipe",1995,"DTP",85.26,"UF"
" SERGIPE"," Sergipe",1995,"Sarampo",93.22,"UF"
" SERGIPE"," Sergipe",1995,"Haemophilus influenzae b",0,"UF"
" SERGIPE"," Sergipe",1995,"Ignorado",109.31,"UF"
" SERGIPE"," Sergipe",1995,"Total",67.66,"UF"
" BAHIA"," Bahia",1995,"BCG",81.37,"UF"
" BAHIA"," Bahia",1995,"Hepatite B",0,"UF"
" BAHIA"," Bahia",1995,"Poliomielite",48.7,"UF"
" BAHIA"," Bahia",1995,"Febre Amarela",0,"UF"
" BAHIA"," Bahia",1995,"DTP",53.41,"UF"
" BAHIA"," Bahia",1995,"Sarampo",70.57,"UF"
" BAHIA"," Bahia",1995,"Haemophilus influenzae b",0,"UF"
" BAHIA"," Bahia",1995,"Ignorado",0,"UF"
" BAHIA"," Bahia",1995,"Total",28.23,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"BCG",103.09,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"Hepatite B",86.87,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"Poliomielite",73.97,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"Febre Amarela",0.02,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"DTP",90.77,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"Sarampo",89.98,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"Haemophilus influenzae b",0,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"Ignorado",114.74,"UF"
" ESPIRITO SANTO"," Espírito Santo",1995,"Total",74.91,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"BCG",120.92,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"Hepatite B",0,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"Poliomielite",90.96,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"Febre Amarela",0,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"DTP",93.93,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"Sarampo",83.79,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"Haemophilus influenzae b",0,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"Ignorado",0,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1995,"Total",43.29,"UF"
" SAO PAULO"," São Paulo",1995,"BCG",110.55,"UF"
" SAO PAULO"," São Paulo",1995,"Hepatite B",0,"UF"
" SAO PAULO"," São Paulo",1995,"Poliomielite",97,"UF"
" SAO PAULO"," São Paulo",1995,"Febre Amarela",0,"UF"
" SAO PAULO"," São Paulo",1995,"DTP",99.83,"UF"
" SAO PAULO"," São Paulo",1995,"Sarampo",97.71,"UF"
" SAO PAULO"," São Paulo",1995,"Haemophilus influenzae b",0,"UF"
" SAO PAULO"," São Paulo",1995,"Ignorado",0,"UF"
" SAO PAULO"," São Paulo",1995,"Total",45.01,"UF"
" PARANA"," Paraná",1995,"BCG",80.39,"UF"
" PARANA"," Paraná",1995,"Hepatite B",26.62,"UF"
" PARANA"," Paraná",1995,"Poliomielite",70.01,"UF"
" PARANA"," Paraná",1995,"Febre Amarela",0.07,"UF"
" PARANA"," Paraná",1995,"DTP",70.11,"UF"
" PARANA"," Paraná",1995,"Sarampo",70.47,"UF"
" PARANA"," Paraná",1995,"Haemophilus influenzae b",0,"UF"
" PARANA"," Paraná",1995,"Ignorado",0,"UF"
" PARANA"," Paraná",1995,"Total",35.3,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"BCG",114.28,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"Hepatite B",91.98,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"Poliomielite",97.47,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"Febre Amarela",0,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"DTP",96.82,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"Sarampo",98.68,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"Haemophilus influenzae b",0,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"Ignorado",0,"UF"
" SANTA CATARINA"," Santa Catarina",1995,"Total",55.47,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"BCG",102.81,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"Hepatite B",0,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"Poliomielite",96.69,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"Febre Amarela",0,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"DTP",96.69,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"Sarampo",97.74,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"Haemophilus influenzae b",0,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"Ignorado",96.66,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1995,"Total",65.25,"UF"
" MATO GROSSO"," Mato Grosso",1995,"BCG",100.39,"UF"
" MATO GROSSO"," Mato Grosso",1995,"Hepatite B",0.02,"UF"
" MATO GROSSO"," Mato Grosso",1995,"Poliomielite",58.58,"UF"
" MATO GROSSO"," Mato Grosso",1995,"Febre Amarela",18.66,"UF"
" MATO GROSSO"," Mato Grosso",1995,"DTP",73.26,"UF"
" MATO GROSSO"," Mato Grosso",1995,"Sarampo",88.14,"UF"
" MATO GROSSO"," Mato Grosso",1995,"Haemophilus influenzae b",0,"UF"
" MATO GROSSO"," Mato Grosso",1995,"Ignorado",0,"UF"
" MATO GROSSO"," Mato Grosso",1995,"Total",37.67,"UF"
" GOIAS"," Goiás",1995,"BCG",115.33,"UF"
" GOIAS"," Goiás",1995,"Hepatite B",0.01,"UF"
" GOIAS"," Goiás",1995,"Poliomielite",85.64,"UF"
" GOIAS"," Goiás",1995,"Febre Amarela",10.1,"UF"
" GOIAS"," Goiás",1995,"DTP",88.07,"UF"
" GOIAS"," Goiás",1995,"Sarampo",110.09,"UF"
" GOIAS"," Goiás",1995,"Haemophilus influenzae b",0,"UF"
" GOIAS"," Goiás",1995,"Ignorado",109.53,"UF"
" GOIAS"," Goiás",1995,"Total",69.81,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"BCG",1.7,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"Hepatite B",1.37,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"Poliomielite",0,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"Febre Amarela",0,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"DTP",0,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"Sarampo",0,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"Haemophilus influenzae b",0,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"Ignorado",0,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1995,"Total",0.34,"UF"
" AMAZONAS"," Amazonas",1996,"BCG",112.77,"UF"
" AMAZONAS"," Amazonas",1996,"Hepatite B",52.97,"UF"
" AMAZONAS"," Amazonas",1996,"Poliomielite",84.96,"UF"
" AMAZONAS"," Amazonas",1996,"Febre Amarela",69.11,"UF"
" AMAZONAS"," Amazonas",1996,"DTP",57.91,"UF"
" AMAZONAS"," Amazonas",1996,"Sarampo",71.18,"UF"
" AMAZONAS"," Amazonas",1996,"Haemophilus influenzae b",0,"UF"
" AMAZONAS"," Amazonas",1996,"Ignorado",0,"UF"
" AMAZONAS"," Amazonas",1996,"Total",49.88,"UF"
" RORAIMA"," Roraima",1996,"BCG",126.51,"UF"
" RORAIMA"," Roraima",1996,"Hepatite B",78.27,"UF"
" RORAIMA"," Roraima",1996,"Poliomielite",83.36,"UF"
" RORAIMA"," Roraima",1996,"Febre Amarela",46.3,"UF"
" RORAIMA"," Roraima",1996,"DTP",89.09,"UF"
" RORAIMA"," Roraima",1996,"Sarampo",88.12,"UF"
" RORAIMA"," Roraima",1996,"Haemophilus influenzae b",0,"UF"
" RORAIMA"," Roraima",1996,"Ignorado",145.48,"UF"
" RORAIMA"," Roraima",1996,"Total",89.18,"UF"
" PARA"," Pará",1996,"BCG",107.83,"UF"
" PARA"," Pará",1996,"Hepatite B",34.69,"UF"
" PARA"," Pará",1996,"Poliomielite",47.88,"UF"
" PARA"," Pará",1996,"Febre Amarela",17.94,"UF"
" PARA"," Pará",1996,"DTP",82.46,"UF"
" PARA"," Pará",1996,"Sarampo",59.08,"UF"
" PARA"," Pará",1996,"Haemophilus influenzae b",0,"UF"
" PARA"," Pará",1996,"Ignorado",55.71,"UF"
" PARA"," Pará",1996,"Total",51.26,"UF"
" AMAPA"," Amapá",1996,"BCG",118.9,"UF"
" AMAPA"," Amapá",1996,"Hepatite B",66.18,"UF"
" AMAPA"," Amapá",1996,"Poliomielite",71.93,"UF"
" AMAPA"," Amapá",1996,"Febre Amarela",4.42,"UF"
" AMAPA"," Amapá",1996,"DTP",71.1,"UF"
" AMAPA"," Amapá",1996,"Sarampo",70.21,"UF"
" AMAPA"," Amapá",1996,"Haemophilus influenzae b",0,"UF"
" AMAPA"," Amapá",1996,"Ignorado",0,"UF"
" AMAPA"," Amapá",1996,"Total",44.75,"UF"
" TOCANTINS"," Tocantins",1996,"BCG",101.56,"UF"
" TOCANTINS"," Tocantins",1996,"Hepatite B",53.3,"UF"
" TOCANTINS"," Tocantins",1996,"Poliomielite",64.37,"UF"
" TOCANTINS"," Tocantins",1996,"Febre Amarela",25.53,"UF"
" TOCANTINS"," Tocantins",1996,"DTP",68.48,"UF"
" TOCANTINS"," Tocantins",1996,"Sarampo",71.43,"UF"
" TOCANTINS"," Tocantins",1996,"Haemophilus influenzae b",0,"UF"
" TOCANTINS"," Tocantins",1996,"Ignorado",102.16,"UF"
" TOCANTINS"," Tocantins",1996,"Total",65.44,"UF"
" MARANHAO"," Maranhão",1996,"BCG",100.79,"UF"
" MARANHAO"," Maranhão",1996,"Hepatite B",0.14,"UF"
" MARANHAO"," Maranhão",1996,"Poliomielite",38.44,"UF"
" MARANHAO"," Maranhão",1996,"Febre Amarela",10.81,"UF"
" MARANHAO"," Maranhão",1996,"DTP",57.22,"UF"
" MARANHAO"," Maranhão",1996,"Sarampo",72.64,"UF"
" MARANHAO"," Maranhão",1996,"Haemophilus influenzae b",0,"UF"
" MARANHAO"," Maranhão",1996,"Ignorado",44.7,"UF"
" MARANHAO"," Maranhão",1996,"Total",41.05,"UF"
" PIAUI"," Piauí",1996,"BCG",100.98,"UF"
" PIAUI"," Piauí",1996,"Hepatite B",0,"UF"
" PIAUI"," Piauí",1996,"Poliomielite",64.42,"UF"
" PIAUI"," Piauí",1996,"Febre Amarela",1.15,"UF"
" PIAUI"," Piauí",1996,"DTP",70.86,"UF"
" PIAUI"," Piauí",1996,"Sarampo",71.11,"UF"
" PIAUI"," Piauí",1996,"Haemophilus influenzae b",0,"UF"
" PIAUI"," Piauí",1996,"Ignorado",54.77,"UF"
" PIAUI"," Piauí",1996,"Total",46.45,"UF"
" CEARA"," Ceará",1996,"BCG",133.29,"UF"
" CEARA"," Ceará",1996,"Hepatite B",0.03,"UF"
" CEARA"," Ceará",1996,"Poliomielite",103.09,"UF"
" CEARA"," Ceará",1996,"Febre Amarela",0,"UF"
" CEARA"," Ceará",1996,"DTP",93.27,"UF"
" CEARA"," Ceará",1996,"Sarampo",98.43,"UF"
" CEARA"," Ceará",1996,"Haemophilus influenzae b",0,"UF"
" CEARA"," Ceará",1996,"Ignorado",57.21,"UF"
" CEARA"," Ceará",1996,"Total",60.28,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"BCG",91.84,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"Hepatite B",0,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"Poliomielite",66.3,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"Febre Amarela",0,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"DTP",72.87,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"Sarampo",76.77,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"Haemophilus influenzae b",0,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"Ignorado",100.66,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1996,"Total",56.57,"UF"
" PARAIBA"," Paraíba",1996,"BCG",88.69,"UF"
" PARAIBA"," Paraíba",1996,"Hepatite B",0.01,"UF"
" PARAIBA"," Paraíba",1996,"Poliomielite",74.99,"UF"
" PARAIBA"," Paraíba",1996,"Febre Amarela",0,"UF"
" PARAIBA"," Paraíba",1996,"DTP",69.65,"UF"
" PARAIBA"," Paraíba",1996,"Sarampo",74.38,"UF"
" PARAIBA"," Paraíba",1996,"Haemophilus influenzae b",0,"UF"
" PARAIBA"," Paraíba",1996,"Ignorado",49.69,"UF"
" PARAIBA"," Paraíba",1996,"Total",45.23,"UF"
" PERNAMBUCO"," Pernambuco",1996,"BCG",119.72,"UF"
" PERNAMBUCO"," Pernambuco",1996,"Hepatite B",0.08,"UF"
" PERNAMBUCO"," Pernambuco",1996,"Poliomielite",119.08,"UF"
" PERNAMBUCO"," Pernambuco",1996,"Febre Amarela",0,"UF"
" PERNAMBUCO"," Pernambuco",1996,"DTP",74.82,"UF"
